Название;Цена;Размер скидки;Мера веса/объема/цена за указанную меру;Старая цена;Ссылка на картинку
Спагетти Barilla Spaghetti n.5 из твёрдых сортов пшеницы группа А высший сорт, 450г;89.99;0.0;1 шт;89.99;https://photos.okolo.app/product/1202745-main/320x320.jpeg
Макаронные изделия Federici Спагетти № 3 250г;119.99;0.0;1 шт;119.99;https://photos.okolo.app/product/1202732-main/320x320.jpeg
Сухой завтрак Ухтышки! шарики шоколад 250 г;98.99;0.0;1 шт;98.99;https://photos.okolo.app/product/1202143-main/320x320.jpeg
Мука Garnec универсальная без глютена, 500г;199.99;0.0;1 шт;199.99;https://photos.okolo.app/product/1201156-main/320x320.jpeg
Крахмал Haas кукурузный, 200г;67.49;0.0;1 шт;67.49;https://photos.okolo.app/product/1200732-main/320x320.jpeg
Лапша Домшим быстрого приготовления со вкусом говядины, 90г;37.49;0.0;1 шт;37.49;https://photos.okolo.app/product/1200563-main/320x320.jpeg
Лапша Домшим быстрого приготовления со вкусом курицы, 90г;37.49;0.0;1 шт;37.49;https://photos.okolo.app/product/1200562-main/320x320.jpeg
Макароны Зерница Ракушки 450г;49.99;0.0;1 шт;49.99;https://photos.okolo.app/product/1200448-main/320x320.jpeg
Макароны Зерница Витой рожок, 450г;49.99;0.0;1 шт;49.99;https://photos.okolo.app/product/1200447-main/320x320.jpeg
Макароны Зерница Улитки, 450г;49.99;0.0;1 шт;49.99;https://photos.okolo.app/product/1200446-main/320x320.jpeg
Спагетти Зерница высший сорт, 500г;49.99;0.0;1 шт;49.99;https://photos.okolo.app/product/1200445-main/320x320.jpeg
Сахар Экстра белый кусковой, 500г;74.99;0.0;1 шт;74.99;https://photos.okolo.app/product/1200090-main/320x320.jpeg
Булгур Global Village, 450г;89.99;0.0;1 шт;89.99;https://photos.okolo.app/product/1200009-main/320x320.jpeg
Чечевица Global Village красная 450 г;99.99;17;1 шт;119.99;https://photos.okolo.app/product/1199896-main/320x320.jpeg
Манка Селяночка, 800г;69.99;0.0;1 шт;69.99;https://photos.okolo.app/product/1199894-main/320x320.jpeg
Кускус Global Village, 450г;139.99;0.0;1 шт;139.99;https://photos.okolo.app/product/1199660-main/320x320.jpeg
Цикорий растворимый Большая чашка натуральный растворимый, 85г;209.99;30;1 шт;299.99;https://photos.okolo.app/product/1199122-main/320x320.jpeg
Рис Global Village Для плова, 800г;88.19;0.0;1 шт;88.19;https://photos.okolo.app/product/1199071-main/320x320.jpeg
Завтрак готовый Kellogg’s Unicorn Радужные колечки с фруктовым вкусом, 195г;149.99;25;1 шт;199.99;https://photos.okolo.app/product/1199033-main/320x320.jpeg
Приправа для соления и маринования помидоров Русский Аппетит  15г;33.19;0.0;1 шт;33.19;https://photos.okolo.app/product/1199020-main/320x320.jpeg
Приправа Русский Аппетит для соления и маринования огурцов, 15г;33.19;0.0;1 шт;33.19;https://photos.okolo.app/product/1199019-main/320x320.jpeg
Вермишель Домшим фунчоза, 200г;114.99;17;1 шт;137.99;https://photos.okolo.app/product/1198614-main/320x320.jpeg
Макароны Federici №42 спиральки из цельнозерновой муки группы А, 400г;119.99;0.0;1 шт;119.99;https://photos.okolo.app/product/1198483-main/320x320.jpeg
Мука Селяночка пшеничная высшего сорта 2кг;89.99;13;1 шт;103.49;https://photos.okolo.app/product/1197117-main/320x320.jpeg
Фасоль Красная Цена продовольственная 800г;109.99;0.0;1 шт;109.99;https://photos.okolo.app/product/1196896-main/320x320.jpeg
Соль Salina пищевая каменная, 1кг;48.99;0.0;1 шт;48.99;https://photos.okolo.app/product/1196703-main/320x320.jpeg
Лапша Царь домашняя, 450г;29.99;0.0;1 шт;29.99;https://photos.okolo.app/product/1196522-main/320x320.jpeg
