Название;Цена;Размер скидки;Мера веса/объема/цена за указанную меру;Старая цена;Ссылка на картинку
Сухари Зерница с изюмом, 250г;67.59;0.0;1 шт;67.59;https://photos.okolo.app/product/1169638-main/320x320.jpeg
Сочник Аладушкин с творожной начинкой, 120г;29.99;0.0;1 шт;29.99;https://photos.okolo.app/product/1168860-main/320x320.jpeg
Хлеб Каравай Дарницкий подовый половинка нарезка, 360г;33.99;0.0;1 шт;33.99;https://photos.okolo.app/product/1168858-main/320x320.jpeg
Крекер Tuc со сметаной и луком, 100г;91.99;0.0;1 шт;91.99;https://photos.okolo.app/product/1168844-main/320x320.jpeg
Хлеб Арнаут Чемпион нарезка, 350г;76.99;0.0;1 шт;76.99;https://photos.okolo.app/product/1167578-main/320x320.jpeg
Ролл Каравай Пшеничный 200г;48.19;0.0;1 шт;48.19;https://photos.okolo.app/product/1167133-main/320x320.jpeg
Хлебцы Зерница с луком хрустящие 110 г;23.49;0.0;1 шт;23.49;https://photos.okolo.app/product/1167129-main/320x320.jpeg
Хлеб Арнаут Воскресенский нарезка, 300г;39.99;0.0;1 шт;39.99;https://photos.okolo.app/product/1167048-main/320x320.jpeg
Мини-сушки Невская Сушка с солью, 200г;81.99;0.0;1 шт;81.99;https://photos.okolo.app/product/1166846-main/320x320.jpeg
Мини-сушки Невская Сушка с маком, 200г;81.99;0.0;1 шт;81.99;https://photos.okolo.app/product/1166845-main/320x320.jpeg
Батон Хлебный Дом Утренний 400г;75.49;0.0;1 шт;75.49;https://photos.okolo.app/product/1166504-main/320x320.jpeg
Батон Каравай Наше Солнышко половинка нарезка, 195г;36.99;0.0;1 шт;36.99;https://photos.okolo.app/product/1165102-main/320x320.jpeg
Рулет Арнаут Любимчик с маком, 200г;75.99;0.0;1 шт;75.99;https://photos.okolo.app/product/1164713-main/320x320.jpeg
Хлеб Арнаут белый круглый нарезка 550г;48.99;27;1 шт;66.99;https://photos.okolo.app/product/1164697-main/320x320.jpeg
Хлеб Хлебный Дом Геркулес с отрубями половинка нарезка 250г;47.99;0.0;1 шт;47.99;https://photos.okolo.app/product/1164698-main/320x320.jpeg
Хлеб Каравай Дарницкий половинка нарезка, 375г;29.99;0.0;1 шт;29.99;https://photos.okolo.app/product/1164563-main/320x320.jpeg
Батон Наше солнышко 400г;64.99;0.0;1 шт;64.99;https://photos.okolo.app/product/1164562-main/320x320.jpeg
Сухарики Воронцовские ржано-пшеничные со вкусом лисичек жареными в сметане, 40г;26.99;0.0;1 шт;26.99;https://photos.okolo.app/product/1164152-main/320x320.jpeg
Крекер Яшкино Французский хрустящий с кунжутом, 185г;48.19;0.0;1 шт;48.19;https://photos.okolo.app/product/1164059-main/320x320.jpeg
Батон Селяночка нарезной 400г;32.99;0.0;1 шт;32.99;https://photos.okolo.app/product/1163985-main/320x320.jpeg
Хлебцы Dr.Korner Злаковый коктейль клюквенные, 100г;84.99;0.0;1 шт;84.99;https://photos.okolo.app/product/1163440-main/320x320.jpeg
Хлебцы Щедрые ржаные, 100г;42.99;17;1 шт;51.99;https://photos.okolo.app/product/1163247-main/320x320.jpeg
Батон Звёздочки высший сорт Подмосковный в нарезке, 400г;35.99;0.0;1 шт;35.99;https://photos.okolo.app/product/1163236-main/320x320.jpeg
Хлеб Столичный нарезка 700г;46.19;0.0;1 шт;46.19;https://photos.okolo.app/product/1163235-main/320x320.jpeg
Оладушки Аладушкин с варёной сгущёнкой, 2х50г;34.99;0.0;1 шт;34.99;https://photos.okolo.app/product/1163209-main/320x320.jpeg
Печенье Каравай Заряшки слоеные сахарные 240г;149.99;0.0;1 шт;149.99;https://photos.okolo.app/product/1163192-main/320x320.jpeg
Батон Хлебный Дом Московский нарезка 1 сорт, 350г;26.49;0.0;1 шт;26.49;https://photos.okolo.app/product/1163180-main/320x320.jpeg
Сдоба Каравай Наслаждение с вишней 230г;124.49;13;1 шт;143.16;https://photos.okolo.app/product/1162867-main/320x320.jpeg
Хлебцы Хлебцы Молодцы Лайт ржаные вафельные без дрожжей хрустящие 70г;44.99;0.0;1 шт;44.99;https://photos.okolo.app/product/1162761-main/320x320.jpeg
Хлебцы Хлебцы Молодцы Лайт вафельные с экстрактом виноградных косточек, 70г;44.99;0.0;1 шт;44.99;https://photos.okolo.app/product/1162601-main/320x320.jpeg
Слойка Аладушкин Свердловская 100г;29.99;0.0;1 шт;29.99;https://photos.okolo.app/product/1162543-main/320x320.jpeg
Сухари Ого Сахарные с изюмом, 300г;169.99;0.0;1 шт;169.99;https://photos.okolo.app/product/1161918-main/320x320.jpeg
Хлеб Каравай Ржаной обдирной подовый нарезка, 380г;19.99;0.0;1 шт;19.99;https://photos.okolo.app/product/1161862-main/320x320.jpeg
Сухарики Три корочки со вкусом сёмга с сыром 60г + соус тартар 25мл;39.49;0.0;1 шт;39.49;https://photos.okolo.app/product/1161847-main/320x320.jpeg
Сушки Невская Сушка маковые, 275г;63.49;0.0;1 шт;63.49;https://photos.okolo.app/product/1157861-main/320x320.jpeg
Тарталетки Кит для салата, 15шт;97.99;0.0;1 шт;97.99;https://photos.okolo.app/product/1161460-main/320x320.jpeg
Тарталетки КиТ для икры, 30шт;87.49;0.0;1 шт;87.49;https://photos.okolo.app/product/1161459-main/320x320.jpeg
Галеты Любятово Классические, 185г;73.19;0.0;1 шт;73.19;https://photos.okolo.app/product/1161241-main/320x320.jpeg
Завитки Зерница слоёные с сахаром фигурные, 250г;66.99;0.0;1 шт;66.99;https://photos.okolo.app/product/1161135-main/320x320.jpeg
