Название;Цена;Размер скидки;Мера веса/объема/цена за указанную меру;Старая цена;Ссылка на картинку
Леденцы HALLS со вкусом меда и лимона 25г;39.99;20;1 шт;49.99;https://photos.okolo.app/product/1176763-main/320x320.jpeg
Жевательная резинка Dirol X-Fresh Ледяной мандарин без сахара 16г;39.99;33;1 шт;59.99;https://photos.okolo.app/product/1176762-main/320x320.jpeg
Жевательная резинка Dirol X-Fresh Арбузный лёд без сахара 16г;39.99;33;1 шт;59.99;https://photos.okolo.app/product/1176761-main/320x320.jpeg
Корм сухой Whiskas Вкусные подушечки с паштетом Ассорти с курицей и индейкой для кошек, 350г;109.99;15;1 шт;129.99;https://photos.okolo.app/product/1176624-main/320x320.jpeg
Кофе Nescafé Classic Crema растворимый 95г;199.99;31;1 шт;289.99;https://photos.okolo.app/product/1175942-main/320x320.jpeg
Говядина Семейный Бюджет тушёная ГОСТ, 500г;199.99;23;1 шт;259.99;https://photos.okolo.app/product/1175606-main/320x320.jpeg
Антиперспирант-дезодорант Rexona Невидимая прозрачный кристалл роликовый 50мл;169.99;21;1 шт;214.99;https://photos.okolo.app/product/1175490-main/320x320.jpeg
Антиперспирант-дезодорант Rexona Яркий букет спрей 150мл;169.99;35;1 шт;262.99;https://photos.okolo.app/product/1175489-main/320x320.jpeg
Антиперспирант-дезодорант Rexona Прозрачный кристалл спрей 150мл;169.99;35;1 шт;262.99;https://photos.okolo.app/product/1175488-main/320x320.jpeg
Корм сухой Whiskas с говядиной и вкусными подушечками для стерилизованных кошек, 350г;109.99;15;1 шт;129.99;https://photos.okolo.app/product/1175195-main/320x320.jpeg
Печенье Oreo Original какао-ваниль 95г;69.99;18;1 шт;84.99;https://photos.okolo.app/product/1175012-main/320x320.jpeg
Чай черный Richard Lord Grey 90г;119.99;25;1 шт;159.99;https://photos.okolo.app/product/1174927-main/320x320.jpeg
Смесь сухая Maggi На второе для нежного филе куриной грудки с чесноком и травами, 30г;59.99;33;1 шт;89.49;https://photos.okolo.app/product/1174869-main/320x320.jpeg
Печенье Юбилейное молочное витаминизированное 112г;40.99;0.0;1 шт;40.99;https://photos.okolo.app/product/1174815-main/320x320.jpeg
Шампунь для волос Garnier Fructis рост во всю силу, 400мл;249.99;31;1 шт;359.99;https://photos.okolo.app/product/1174810-main/320x320.jpeg
Кукуруза Mixbar Попкорн Сладкий Карамель лопающаяся 100г;69.99;13;1 шт;79.99;https://photos.okolo.app/product/1174590-main/320x320.jpeg
Трубочки хрустящие Эссен Продакшн со вкусом сгущённого молока, 400г;114.99;23;1 шт;149.99;https://photos.okolo.app/product/1174551-main/320x320.jpeg
Сухой корм для кошек Purina One с высоким содержанием говядины с цельными злаками 750г;309.99;16;1 шт;369.99;https://photos.okolo.app/product/1174391-main/320x320.jpeg
Вода Arivali минеральная лечебно-столовая питьевая газированная, 1л;41.99;16;1 шт;49.99;https://photos.okolo.app/product/1173990-main/320x320.jpeg
Порошок чистящий Пемолюкс лимон, 480г;64.99;20;1 шт;81.69;https://photos.okolo.app/product/1173972-main/320x320.jpeg
Шиповник Бабушкин Хуторок 75г;119.99;20;1 шт;149.99;https://photos.okolo.app/product/1173378-main/320x320.jpeg
Бумага туалетная Papia Балийский цветок 3 слоя, 8шт;199.90;29;1 шт;279.99;https://photos.okolo.app/product/1173174-main/320x320.jpeg
Полотенца бумажные Papia 3 слоя, 2шт;134.99;13;1 шт;155.24;https://photos.okolo.app/product/1173092-main/320x320.jpeg
Туалетная бумага Papia 8 рулонов 3 слоя;199.90;29;1 шт;279.99;https://photos.okolo.app/product/1173083-main/320x320.jpeg
Оливки Global Village без косточки, 300г;89.99;13;1 шт;103.49;https://photos.okolo.app/product/1172790-main/320x320.jpeg
Жевательная резинка Dirol Клубника-черешня без сахара 13.6г;29.99;17;1 шт;35.99;https://photos.okolo.app/product/1172760-main/320x320.jpeg
Чай Азерчай Букет чёрный байховый крупнолистовой, 200г;229.99;31;1 шт;334.99;https://photos.okolo.app/product/1172240-main/320x320.jpeg
Кофе Migel Gold растворимый сублимированный, 75г;116.99;13;1 шт;134.54;https://photos.okolo.app/product/1172006-main/320x320.jpeg
