Название	Цена	Размер скидки	Мера веса/объема/цена за указанную меру	Старая цена	Ссылка на картинку
Печенье Bombbar Шоколадный брауни протеиновое 40г	69.99	18	1 шт	85.49	https://photos.okolo.app/product/1195627-main/320x320.jpeg
Батончик Bombbar Малиновый чизкейк неглазированный, 60г	129.99	0.0	1 шт	129.99	https://photos.okolo.app/product/1195626-main/320x320.jpeg
Вафли Зерница с ароматом лесного ореха 200г	49.99	17	1 шт	59.99	https://photos.okolo.app/product/1195291-main/320x320.jpeg
Зефир Шарлиз с ароматом ванили	359.99	13	1 кг	413.99	https://photos.okolo.app/product/1195137-main/320x320.jpeg
Печенье Bakery Story Гольдис сдобное с творожным вкусом, 300г	129.99	26	1 шт	174.99	https://photos.okolo.app/product/1195127-main/320x320.jpeg
Вафли Красная цена со вкусом сливок 200г	39.99	0.0	1 шт	39.99	https://photos.okolo.app/product/1194144-main/320x320.jpeg
Карамель Красная цена Ягодный Край леденцы 250г	69.99	0.0	1 шт	69.99	https://photos.okolo.app/product/1193919-main/320x320.jpeg
Вафли Зерница со вкусом шоколада, 200г	49.99	17	1 шт	59.99	https://photos.okolo.app/product/1193695-main/320x320.jpeg
Вафли Зерница Топлёное Молоко 200г	49.99	17	1 шт	59.99	https://photos.okolo.app/product/1193693-main/320x320.jpeg
Батончик Славянка Обыкновенное чудо Шоколадное 55г	39.99	0.0	1 шт	39.99	https://photos.okolo.app/product/1422959-main/320x320.jpeg
Печенье Дымка Кольцо с сахаром 250г	69.99	0.0	1 шт	69.99	https://photos.okolo.app/product/1218974-main/320x320.jpeg
